STATION,STATION_NAME,DATE,HPCP
COOP:366993,PITTSBURGH ASOS PA US,20130106 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130106 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130106 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130106 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130107 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130107 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130107 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130107 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130107 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130109 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130109 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130109 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130109 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130110 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130110 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130111 07:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130111 08:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130111 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130111 11:00,0.05
COOP:366993,PITTSBURGH ASOS PA US,20130111 12:00,0.11
COOP:366993,PITTSBURGH ASOS PA US,20130111 13:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130111 14:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130111 15:00,0.04
COOP:366993,PITTSBURGH ASOS PA US,20130112 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130112 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130112 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130113 00:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130113 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130113 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130113 22:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130113 23:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130114 00:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130114 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130114 02:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130114 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130114 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130115 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 01:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130116 02:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130116 03:00,0.05
COOP:366993,PITTSBURGH ASOS PA US,20130116 04:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130116 05:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130116 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 10:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130116 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130116 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130117 22:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130117 23:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130118 00:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130118 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130118 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130118 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130118 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130118 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130121 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130122 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130123 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130123 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130123 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130123 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130123 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130123 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 04:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130124 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130124 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130125 10:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130125 11:00,0.04
COOP:366993,PITTSBURGH ASOS PA US,20130125 12:00,0.07
COOP:366993,PITTSBURGH ASOS PA US,20130125 13:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130125 14:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130125 15:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130125 16:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130125 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130125 18:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130125 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130125 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130125 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130125 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130125 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 04:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130126 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 07:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130126 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 19:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130126 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130126 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130127 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130127 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130128 02:00,0.04
COOP:366993,PITTSBURGH ASOS PA US,20130128 03:00,0.04
COOP:366993,PITTSBURGH ASOS PA US,20130128 04:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130128 05:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130128 06:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130128 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130128 09:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130128 10:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130128 11:00,0.05
COOP:366993,PITTSBURGH ASOS PA US,20130128 12:00,0.04
COOP:366993,PITTSBURGH ASOS PA US,20130128 13:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130128 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130128 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130128 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130128 20:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130128 21:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130128 22:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130128 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130129 00:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130129 01:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130129 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130129 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130129 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130129 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130129 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130129 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130130 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130130 11:00,0.08
COOP:366993,PITTSBURGH ASOS PA US,20130130 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130130 13:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130130 14:00,0.05
COOP:366993,PITTSBURGH ASOS PA US,20130130 15:00,0.12
COOP:366993,PITTSBURGH ASOS PA US,20130130 16:00,0.1
COOP:366993,PITTSBURGH ASOS PA US,20130130 17:00,0.09
COOP:366993,PITTSBURGH ASOS PA US,20130130 18:00,0.07
COOP:366993,PITTSBURGH ASOS PA US,20130130 19:00,0.07
COOP:366993,PITTSBURGH ASOS PA US,20130130 20:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130130 21:00,0.12
COOP:366993,PITTSBURGH ASOS PA US,20130130 22:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130130 23:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130131 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 01:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130131 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 05:00,0.09
COOP:366993,PITTSBURGH ASOS PA US,20130131 06:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130131 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130131 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130201 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 11:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130202 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 17:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130202 18:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130202 19:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130202 20:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130202 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130202 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 12:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130203 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130203 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130204 15:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130204 16:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130204 17:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130204 18:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130204 19:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130204 20:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130204 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130205 23:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130206 00:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130206 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 11:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130206 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 10:00,0.04
COOP:366993,PITTSBURGH ASOS PA US,20130208 11:00,0.07
COOP:366993,PITTSBURGH ASOS PA US,20130208 12:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 13:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 21:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130208 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130209 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130210 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130210 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130211 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130211 01:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130211 02:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130211 04:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130211 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130211 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130212 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130212 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130212 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130212 06:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130212 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130213 16:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130213 17:00,0.06
COOP:366993,PITTSBURGH ASOS PA US,20130213 18:00,0.05
COOP:366993,PITTSBURGH ASOS PA US,20130213 19:00,0.03
COOP:366993,PITTSBURGH ASOS PA US,20130213 20:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130214 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130214 10:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130214 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130215 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130215 17:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130215 18:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130215 19:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130215 20:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130215 21:00,0.01
COOP:366993,PITTSBURGH ASOS PA US,20130215 22:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130215 23:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 01:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 02:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 03:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 04:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 05:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 07:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 08:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 09:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 14:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 15:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 16:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130216 23:00,0.02
COOP:366993,PITTSBURGH ASOS PA US,20130217 00:00,0
COOP:366993,PITTSBURGH ASOS PA US,20130217 01:00,0
