INDEX,STATION,STATION_NAME,DATE,HPCP,,,
0,COOP:366111,MURRYSVILLE 2 SW PA US,1/1/04,0,,Row Labels,Sum of HPCP
1,COOP:366111,MURRYSVILLE 2 SW PA US,1/1/04,0,,1/1/04,0.01
1050,COOP:366993,PITTSBURGH ASOS PA US,1/1/04,0,,1/2/04,0.39
1051,COOP:366993,PITTSBURGH ASOS PA US,1/1/04,0,,1/3/04,0.75
1052,COOP:366993,PITTSBURGH ASOS PA US,1/1/04,0,,1/4/04,1.75
1053,COOP:366993,PITTSBURGH ASOS PA US,1/1/04,0.01,,1/5/04,0.26
2,COOP:366111,MURRYSVILLE 2 SW PA US,1/2/04,0,,1/6/04,0
1054,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/7/04,0
1055,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0.01,,1/8/04,0
1056,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0.14,,1/9/04,0
1057,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0.14,,1/12/04,0.04
1058,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0.08,,1/13/04,0.01
1059,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0.01,,1/14/04,0.05
1060,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/15/04,0
1061,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/16/04,0
1062,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/17/04,0.14
1063,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/18/04,0.09
1064,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/19/04,0
1065,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/20/04,0
1066,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/21/04,0
1067,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0.01,,1/22/04,0
1068,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/23/04,0.04
1069,COOP:366993,PITTSBURGH ASOS PA US,1/2/04,0,,1/24/04,0
1070,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.03,,1/25/04,0.07
1071,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,1/26/04,0.25
1072,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.01,,1/27/04,0.2
1073,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,1/28/04,0
1074,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,1/29/04,0
1075,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.03,,1/30/04,0.01
1076,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.01,,1/31/04,0
1077,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,2/1/04,0
1078,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,2/2/04,0.71
1079,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.03,,2/3/04,1.11
1080,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,2/4/04,0
1081,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.01,,2/5/04,1.61
1082,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.02,,2/6/04,0.98
1083,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0,,2/7/04,0.01
1084,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.07,,2/8/04,0
1085,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.21,,2/9/04,0
1086,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.23,,2/10/04,0
1087,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.09,,2/11/04,0
1088,COOP:366993,PITTSBURGH ASOS PA US,1/3/04,0.01,,2/13/04,0
1089,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0,,2/15/04,0
1090,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0,,2/19/04,0.1
1091,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0,,2/20/04,0.15
1092,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.02,,2/21/04,0.04
1093,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.02,,2/22/04,0.1
1094,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.05,,2/23/04,0
1095,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.23,,2/24/04,0.12
1096,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.25,,2/27/04,0
1097,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.22,,3/1/04,0.19
1098,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.13,,3/2/04,0.12
1099,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.05,,3/3/04,0
1100,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0,,3/4/04,0.39
1101,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0,,3/5/04,0.57
1102,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.09,,3/6/04,0.2
1103,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.04,,3/7/04,0.18
1104,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.06,,3/8/04,0.01
1105,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.04,,3/9/04,0.11
1106,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.02,,3/11/04,0.05
1107,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.1,,3/12/04,0.03
1108,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.11,,3/13/04,0
1109,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.26,,3/14/04,0.02
1110,COOP:366993,PITTSBURGH ASOS PA US,1/4/04,0.06,,3/16/04,0.59
1111,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.07,,3/17/04,0.02
1112,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.05,,3/18/04,0.2
1113,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.02,,3/19/04,0.06
1114,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.04,,3/20/04,0.61
1115,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.06,,3/21/04,0.02
1116,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,3/22/04,0
1117,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.01,,3/24/04,0
1118,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,3/25/04,0.15
1119,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,3/26/04,0.01
1120,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,3/27/04,0.11
1121,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,3/30/04,0.22
1122,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,3/31/04,0.37
1123,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,4/1/04,0.47
1124,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,4/2/04,0
1125,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0.01,,4/3/04,0.01
1126,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,4/4/04,0.09
1127,COOP:366993,PITTSBURGH ASOS PA US,1/5/04,0,,4/5/04,0
1128,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/6/04,0
1129,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/7/04,0
1130,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/8/04,0.33
1131,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/11/04,0
1132,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/12/04,0.83
1133,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/13/04,0.98
1134,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/14/04,0.04
1135,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/17/04,0
1136,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/19/04,0.21
1137,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/20/04,0
1138,COOP:366993,PITTSBURGH ASOS PA US,1/6/04,0,,4/21/04,0
1139,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,4/22/04,0.56
1140,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,4/23/04,0.33
1141,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,4/25/04,0.4
1142,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,4/26/04,0.06
1143,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,4/27/04,0.13
1144,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,4/30/04,0.06
1145,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,5/1/04,0
1146,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,5/2/04,0.14
1147,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,5/3/04,0
1148,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,5/5/04,0
1149,COOP:366993,PITTSBURGH ASOS PA US,1/7/04,0,,5/7/04,0.36
1150,COOP:366993,PITTSBURGH ASOS PA US,1/8/04,0,,5/10/04,0
1151,COOP:366993,PITTSBURGH ASOS PA US,1/9/04,0,,5/11/04,0
1152,COOP:366993,PITTSBURGH ASOS PA US,1/9/04,0,,5/13/04,0
1153,COOP:366993,PITTSBURGH ASOS PA US,1/9/04,0,,5/14/04,0.21
1154,COOP:366993,PITTSBURGH ASOS PA US,1/9/04,0,,5/15/04,0.19
1155,COOP:366993,PITTSBURGH ASOS PA US,1/9/04,0,,5/17/04,0.01
1156,COOP:366993,PITTSBURGH ASOS PA US,1/9/04,0,,5/18/04,1.7
1157,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/19/04,0.2
1158,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/20/04,0.01
1159,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/21/04,1.63
1160,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/24/04,0
1161,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/25/04,0
1162,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/26/04,0.01
1163,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0.02,,5/27/04,0
1164,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/28/04,0.18
1165,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,5/30/04,0
1166,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0.01,,5/31/04,0.3
1167,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0.01,,6/1/04,0
1168,COOP:366993,PITTSBURGH ASOS PA US,1/12/04,0,,6/2/04,0.2
1169,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/4/04,0.07
1170,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/5/04,0.29
1171,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/6/04,0
1172,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0.01,,6/8/04,0
1173,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/9/04,0.3
1174,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/10/04,0.24
1175,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/11/04,0.91
1176,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/13/04,0
1177,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/14/04,1.04
1178,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/15/04,0.22
1179,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/16/04,0
1180,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/17/04,0.9
1181,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/18/04,0.03
1182,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/19/04,0
1183,COOP:366993,PITTSBURGH ASOS PA US,1/13/04,0,,6/22/04,0.33
1184,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,6/24/04,0.01
1185,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,6/25/04,0
1186,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,6/28/04,0.47
1187,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/1/04,0
1188,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/2/04,0
1189,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/4/04,0.3
1190,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/5/04,1.08
1191,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/10/04,0
1192,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/11/04,0
1193,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/12/04,0.56
1194,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/13/04,0.29
1195,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/14/04,0.08
1196,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/15/04,0.01
1197,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/17/04,0.46
1198,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/18/04,0.11
1199,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0,,7/19/04,0.02
1200,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0.02,,7/22/04,0
1201,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0.01,,7/23/04,0
1202,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0.01,,7/26/04,2.17
1203,COOP:366993,PITTSBURGH ASOS PA US,1/14/04,0.01,,7/27/04,0.16
1204,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,7/28/04,0
1205,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,7/31/04,0.43
1206,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/1/04,0
1207,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/4/04,0.64
1208,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/6/04,0.01
1209,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/10/04,0.66
1210,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/12/04,0.16
1211,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/13/04,0.06
1212,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/18/04,0.27
1213,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/19/04,1.07
1214,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/20/04,1.7
1215,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/21/04,1.11
1216,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/26/04,0.09
1217,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/27/04,0.01
1218,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/28/04,0.1
1219,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/29/04,0.15
1220,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,8/30/04,0.1
1221,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,9/1/04,0
1222,COOP:366993,PITTSBURGH ASOS PA US,1/15/04,0,,9/8/04,3.56
1223,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,9/9/04,0.27
1224,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,9/17/04,5.95
1225,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,9/28/04,0.28
1226,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,10/1/04,0
1227,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,10/2/04,0.06
1228,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,10/13/04,0.54
1229,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,10/14/04,0.02
1230,COOP:366993,PITTSBURGH ASOS PA US,1/16/04,0,,10/15/04,0.46
1231,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0,,10/16/04,0.05
1232,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0,,10/17/04,0.01
1233,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0,,10/18/04,1.08
1234,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0,,10/19/04,0.07
1235,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0,,10/20/04,0
1236,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.02,,10/21/04,0
1237,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.04,,10/22/04,0
1238,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.02,,10/23/04,0.02
1239,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.02,,10/24/04,0.32
1240,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.01,,10/29/04,0.6
1241,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.02,,10/30/04,0.13
1242,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0,,11/1/04,0
1243,COOP:366993,PITTSBURGH ASOS PA US,1/17/04,0.01,,11/2/04,0.27
1244,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/3/04,0
1245,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0.02,,11/4/04,0.13
1246,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0.02,,11/5/04,0.06
1247,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/11/04,0.09
1248,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0.02,,11/12/04,0.31
1249,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0.01,,11/17/04,0.13
1250,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/18/04,0.01
1251,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0.02,,11/19/04,0.41
1252,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/20/04,0.12
1253,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/22/04,0.11
1254,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/24/04,0.41
1255,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/25/04,0.09
1256,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/26/04,0
1257,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/27/04,0.16
1258,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/28/04,0.18
1259,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,11/30/04,0.15
1260,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,12/1/04,0.64
1261,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,12/3/04,0
1262,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,12/6/04,0.11
1263,COOP:366993,PITTSBURGH ASOS PA US,1/18/04,0,,12/7/04,0.33
1264,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/8/04,0
1265,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/9/04,0.51
1266,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/10/04,0.02
1267,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/11/04,0.02
1268,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/12/04,0.01
1269,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/13/04,0.02
1270,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/14/04,0.08
1271,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/15/04,0
1272,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/16/04,0
1273,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/17/04,0
1274,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/18/04,0
1275,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/19/04,0.06
1276,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/20/04,0
1277,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/22/04,0.07
1278,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/23/04,0.59
1279,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/24/04,0
1280,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/26/04,0.01
1281,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/27/04,0
1282,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/29/04,0
1283,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,12/31/04,0.03
1284,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,1/1/05,0
1285,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,1/2/05,0.02
1286,COOP:366993,PITTSBURGH ASOS PA US,1/19/04,0,,1/3/05,0.7
1287,COOP:366993,PITTSBURGH ASOS PA US,1/20/04,0,,1/4/05,0.05
1288,COOP:366993,PITTSBURGH ASOS PA US,1/20/04,0,,1/5/05,1.72
1289,COOP:366993,PITTSBURGH ASOS PA US,1/20/04,0,,1/6/05,0.79
1290,COOP:366993,PITTSBURGH ASOS PA US,1/21/04,0,,1/7/05,0.02
1291,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/8/05,0.3
1292,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/10/05,0
1293,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/11/05,0.71
1294,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/12/05,0.32
1295,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/13/05,0.1
1296,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/14/05,0.35
1297,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/16/05,0.03
1298,COOP:366993,PITTSBURGH ASOS PA US,1/22/04,0,,1/17/05,0
1299,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/18/05,0
1300,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/19/05,0.03
1301,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/20/05,0
1302,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/22/05,0.1
1303,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/23/05,0
1304,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/24/05,0
1305,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/26/05,0.02
1306,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/27/05,0
1307,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/29/05,0.1
1308,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,1/30/05,0.01
1309,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/1/05,0
1310,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/3/05,0.01
1311,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/8/05,0.11
1312,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/9/05,0.3
1313,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/10/05,0.02
1314,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/11/05,0
1315,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/12/05,0
1316,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/13/05,0
1317,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0.01,,2/14/05,0.9
1318,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0.02,,2/16/05,0.13
1319,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0,,2/17/05,0
1320,COOP:366993,PITTSBURGH ASOS PA US,1/23/04,0.01,,2/18/05,0
1321,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/19/05,0
1322,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/20/05,0.21
1323,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/21/05,0.15
1324,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/22/05,0.01
1325,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/23/05,0
1326,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/24/05,0.28
1327,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/25/05,0
1328,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/26/05,0.01
1329,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,2/28/05,0.2
1330,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/1/05,0.05
1331,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/2/05,0
1332,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/3/05,0
1333,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/7/05,0.15
1334,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/8/05,0.05
1335,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/9/05,0
1336,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/10/05,0.01
1337,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/11/05,0.05
1338,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/12/05,0.03
1339,COOP:366993,PITTSBURGH ASOS PA US,1/24/04,0,,3/13/05,0
1340,COOP:366993,PITTSBURGH ASOS PA US,1/25/04,0,,3/19/05,0.03
1341,COOP:366993,PITTSBURGH ASOS PA US,1/25/04,0.02,,3/20/05,0.1
1342,COOP:366993,PITTSBURGH ASOS PA US,1/25/04,0.02,,3/21/05,0
1343,COOP:366993,PITTSBURGH ASOS PA US,1/25/04,0.03,,3/23/05,0.48
1344,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.01,,3/24/05,0.01
1345,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,3/25/05,0.04
1346,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.01,,3/26/05,0
1347,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.01,,3/27/05,0.1
1348,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.01,,3/28/05,0.52
1349,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,3/29/05,0
1350,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/1/05,0.2
1351,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/2/05,0.69
1352,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/3/05,0.1
1353,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/7/05,0.01
1354,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.02,,4/17/05,0
1355,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/19/05,0.01
1356,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.05,,4/20/05,0.43
1357,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.05,,4/21/05,0.01
