INDEX,STATION,STATION_NAME,DATE,HPCP,,,
16092,COOP:366993,PITTSBURGH ASOS PA US,7/29/11,0.01,,,
16093,COOP:366993,PITTSBURGH ASOS PA US,7/29/11,0,,,
984,COOP:366111,MURRYSVILLE 2 SW PA US,8/1/11,0,,,
985,COOP:366111,MURRYSVILLE 2 SW PA US,8/1/11,0,,,
16094,COOP:366993,PITTSBURGH ASOS PA US,8/1/11,0,,,
16095,COOP:366993,PITTSBURGH ASOS PA US,8/2/11,0,,,
16096,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16097,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16098,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0.03,,,
16099,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0.06,,,
16100,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16101,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0.01,,,
16102,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16103,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16104,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16105,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16106,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0.05,,,
16107,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0.01,,,
16108,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16109,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0,,,
16110,COOP:366993,PITTSBURGH ASOS PA US,8/3/11,0.01,,,
16111,COOP:366993,PITTSBURGH ASOS PA US,8/6/11,0,,,
16112,COOP:366993,PITTSBURGH ASOS PA US,8/6/11,0.05,,,
16113,COOP:366993,PITTSBURGH ASOS PA US,8/6/11,0,,,
16114,COOP:366993,PITTSBURGH ASOS PA US,8/7/11,0.09,,,
16115,COOP:366993,PITTSBURGH ASOS PA US,8/7/11,0,,,
16116,COOP:366993,PITTSBURGH ASOS PA US,8/7/11,0,,,
16117,COOP:366993,PITTSBURGH ASOS PA US,8/7/11,0,,,
16118,COOP:366993,PITTSBURGH ASOS PA US,8/8/11,0,,,
16119,COOP:366993,PITTSBURGH ASOS PA US,8/8/11,0.06,,,
16120,COOP:366993,PITTSBURGH ASOS PA US,8/8/11,0,,,
16121,COOP:366993,PITTSBURGH ASOS PA US,8/8/11,0,,,
16122,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16123,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0.05,,,
16124,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0.25,,,
16125,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16126,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16127,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16128,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0.01,,,
16129,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16130,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16131,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16132,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0,,,
16133,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0.01,,,
16134,COOP:366993,PITTSBURGH ASOS PA US,8/9/11,0.05,,,
16135,COOP:366993,PITTSBURGH ASOS PA US,8/10/11,0,,,
16136,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0,,,
16137,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0.17,,,
16138,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0.09,,,
16139,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0.08,,,
16140,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0,,,
16141,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0.03,,,
16142,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0.08,,,
16143,COOP:366993,PITTSBURGH ASOS PA US,8/14/11,0.01,,,
16144,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0,,,
16145,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0.01,,,
16146,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0,,,
16147,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0,,,
16148,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0,,,
16149,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0,,,
16150,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0.04,,,
16151,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0,,,
16152,COOP:366993,PITTSBURGH ASOS PA US,8/15/11,0.05,,,
16153,COOP:366993,PITTSBURGH ASOS PA US,8/19/11,0.24,,,
16154,COOP:366993,PITTSBURGH ASOS PA US,8/19/11,0.01,,,
16155,COOP:366993,PITTSBURGH ASOS PA US,8/19/11,0.41,,,
16156,COOP:366993,PITTSBURGH ASOS PA US,8/19/11,0.01,,,
16157,COOP:366993,PITTSBURGH ASOS PA US,8/19/11,0.03,,,
16158,COOP:366993,PITTSBURGH ASOS PA US,8/19/11,0,,,
16159,COOP:366993,PITTSBURGH ASOS PA US,8/21/11,0,,,
16160,COOP:366993,PITTSBURGH ASOS PA US,8/21/11,0.12,,,
16161,COOP:366993,PITTSBURGH ASOS PA US,8/21/11,0,,,
16162,COOP:366993,PITTSBURGH ASOS PA US,8/21/11,0,,,
16163,COOP:366993,PITTSBURGH ASOS PA US,8/21/11,0.01,,,
16164,COOP:366993,PITTSBURGH ASOS PA US,8/21/11,0.02,,,
16165,COOP:366993,PITTSBURGH ASOS PA US,8/24/11,0,,,
16166,COOP:366993,PITTSBURGH ASOS PA US,8/24/11,0.02,,,
16167,COOP:366993,PITTSBURGH ASOS PA US,8/24/11,0.01,,,
16168,COOP:366993,PITTSBURGH ASOS PA US,8/25/11,0,,,
16169,COOP:366993,PITTSBURGH ASOS PA US,8/25/11,0.21,,,
16170,COOP:366993,PITTSBURGH ASOS PA US,8/25/11,0.11,,,
16171,COOP:366993,PITTSBURGH ASOS PA US,8/25/11,0.18,,,
16172,COOP:366993,PITTSBURGH ASOS PA US,8/25/11,0.01,,,
16173,COOP:366993,PITTSBURGH ASOS PA US,8/25/11,0,,,
986,COOP:366111,MURRYSVILLE 2 SW PA US,9/1/11,0,,,
987,COOP:366111,MURRYSVILLE 2 SW PA US,9/1/11,0,,,
16174,COOP:366993,PITTSBURGH ASOS PA US,9/1/11,0,,,
16175,COOP:366993,PITTSBURGH ASOS PA US,9/1/11,0,,,
16176,COOP:366993,PITTSBURGH ASOS PA US,9/1/11,0,,,
16177,COOP:366993,PITTSBURGH ASOS PA US,9/1/11,0.06,,,
16178,COOP:366993,PITTSBURGH ASOS PA US,9/1/11,0.32,,,
16179,COOP:366993,PITTSBURGH ASOS PA US,9/1/11,0.01,,,
16180,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0,,,
16181,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0,,,
16182,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0.01,,,
16183,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0,,,
16184,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0.01,,,
16185,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0,,,
16186,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0.07,,,
16187,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0.05,,,
16188,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0,,,
16189,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0.07,,,
16190,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0.02,,,
16191,COOP:366993,PITTSBURGH ASOS PA US,9/4/11,0,,,
16192,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0,,,
16193,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.04,,,
16194,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.01,,,
16195,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.02,,,
16196,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0,,,
16197,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.06,,,
16198,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0,,,
16199,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.04,,,
16200,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.07,,,
16201,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.03,,,
16202,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.02,,,
16203,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.05,,,
16204,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.02,,,
16205,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.01,,,
16206,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.01,,,
16207,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.04,,,
16208,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.08,,,
16209,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0,,,
16210,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.02,,,
16211,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0.01,,,
16212,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0,,,
16213,COOP:366993,PITTSBURGH ASOS PA US,9/5/11,0,,,
16214,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.01,,,
16215,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.01,,,
16216,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.03,,,
16217,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.04,,,
16218,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.04,,,
16219,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16220,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.02,,,
16221,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16222,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.05,,,
16223,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.01,,,
16224,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.01,,,
16225,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16226,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16227,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16228,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16229,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16230,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0,,,
16231,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.03,,,
16232,COOP:366993,PITTSBURGH ASOS PA US,9/6/11,0.01,,,
16233,COOP:366993,PITTSBURGH ASOS PA US,9/7/11,0.04,,,
16234,COOP:366993,PITTSBURGH ASOS PA US,9/7/11,0.01,,,
16235,COOP:366993,PITTSBURGH ASOS PA US,9/7/11,0,,,
16236,COOP:366993,PITTSBURGH ASOS PA US,9/8/11,0.01,,,
16237,COOP:366993,PITTSBURGH ASOS PA US,9/9/11,0,,,
16238,COOP:366993,PITTSBURGH ASOS PA US,9/9/11,0,,,
16239,COOP:366993,PITTSBURGH ASOS PA US,9/10/11,0,,,
16240,COOP:366993,PITTSBURGH ASOS PA US,9/10/11,0,,,
16241,COOP:366993,PITTSBURGH ASOS PA US,9/11/11,0.02,,,
16242,COOP:366993,PITTSBURGH ASOS PA US,9/11/11,0.01,,,
16243,COOP:366993,PITTSBURGH ASOS PA US,9/11/11,0,,,
16244,COOP:366993,PITTSBURGH ASOS PA US,9/14/11,0,,,
16245,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.01,,,
16246,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.07,,,
16247,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.05,,,
16248,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.02,,,
16249,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.04,,,
16250,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.05,,,
16251,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.04,,,
16252,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.01,,,
16253,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0.01,,,
16254,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0,,,
16255,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0,,,
16256,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0,,,
16257,COOP:366993,PITTSBURGH ASOS PA US,9/15/11,0,,,
16258,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0,,,
16259,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0,,,
16260,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0,,,
16261,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0.03,,,
16262,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0.07,,,
16263,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0.03,,,
16264,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0.06,,,
16265,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0.18,,,
16266,COOP:366993,PITTSBURGH ASOS PA US,9/19/11,0.04,,,
16267,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0.05,,,
16268,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0.02,,,
16269,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0,,,
16270,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0,,,
16271,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0,,,
16272,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0,,,
16273,COOP:366993,PITTSBURGH ASOS PA US,9/20/11,0,,,
16274,COOP:366993,PITTSBURGH ASOS PA US,9/21/11,0,,,
16275,COOP:366993,PITTSBURGH ASOS PA US,9/22/11,0.03,,,
16276,COOP:366993,PITTSBURGH ASOS PA US,9/22/11,0.01,,,
16277,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0,,,
16278,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0.01,,,
16279,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0,,,
16280,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0,,,
16281,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0.01,,,
16282,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0.03,,,
16283,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0.04,,,
16284,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0,,,
16285,COOP:366993,PITTSBURGH ASOS PA US,9/23/11,0,,,
16286,COOP:366993,PITTSBURGH ASOS PA US,9/25/11,0,,,
16287,COOP:366993,PITTSBURGH ASOS PA US,9/25/11,0,,,
16288,COOP:366993,PITTSBURGH ASOS PA US,9/25/11,0,,,
16289,COOP:366993,PITTSBURGH ASOS PA US,9/26/11,0,,,
16290,COOP:366993,PITTSBURGH ASOS PA US,9/26/11,0.33,,,
16291,COOP:366993,PITTSBURGH ASOS PA US,9/26/11,0,,,
16292,COOP:366993,PITTSBURGH ASOS PA US,9/26/11,0.42,,,
16293,COOP:366993,PITTSBURGH ASOS PA US,9/27/11,0.06,,,
16294,COOP:366993,PITTSBURGH ASOS PA US,9/27/11,0.01,,,
16295,COOP:366993,PITTSBURGH ASOS PA US,9/27/11,0.01,,,
16296,COOP:366993,PITTSBURGH ASOS PA US,9/27/11,0.06,,,
16297,COOP:366993,PITTSBURGH ASOS PA US,9/27/11,0,,,
16298,COOP:366993,PITTSBURGH ASOS PA US,9/27/11,0.07,,,
16299,COOP:366993,PITTSBURGH ASOS PA US,9/28/11,0.03,,,
16300,COOP:366993,PITTSBURGH ASOS PA US,9/28/11,0.06,,,
16301,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0,,,
16302,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0.03,,,
16303,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0.02,,,
16304,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0.03,,,
16305,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0,,,
16306,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0.01,,,
16307,COOP:366993,PITTSBURGH ASOS PA US,9/29/11,0.1,,,
16308,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0.01,,,
16309,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0,,,
16310,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0,,,
16311,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0.06,,,
16312,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0.01,,,
16313,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0,,,
16314,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0,,,
16315,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0,,,
16316,COOP:366993,PITTSBURGH ASOS PA US,9/30/11,0,,,
988,COOP:366111,MURRYSVILLE 2 SW PA US,10/1/11,0,,,
989,COOP:366111,MURRYSVILLE 2 SW PA US,10/1/11,0,,,
16317,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0,,,
16318,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.03,,,
16319,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.06,,,
16320,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.04,,,
16321,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.06,,,
16322,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.07,,,
16323,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.05,,,
16324,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0.01,,,
16325,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0,,,
16326,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0,,,
16327,COOP:366993,PITTSBURGH ASOS PA US,10/1/11,0,,,
16328,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0,,,
16329,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.02,,,
16330,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.04,,,
16331,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.09,,,
16332,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.05,,,
16333,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.06,,,
16334,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0,,,
16335,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0,,,
16336,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.02,,,
16337,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.05,,,
16338,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.05,,,
16339,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.07,,,
16340,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.09,,,
16341,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.02,,,
16342,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0,,,
16343,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.03,,,
16344,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.03,,,
16345,COOP:366993,PITTSBURGH ASOS PA US,10/2/11,0.01,,,
16346,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16347,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16348,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16349,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16350,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16351,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16352,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0.04,,,
16353,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0.02,,,
16354,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16355,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16356,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0.03,,,
16357,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0.01,,,
16358,COOP:366993,PITTSBURGH ASOS PA US,10/3/11,0,,,
16359,COOP:366993,PITTSBURGH ASOS PA US,10/4/11,0.02,,,
16360,COOP:366993,PITTSBURGH ASOS PA US,10/4/11,0.01,,,
16361,COOP:366993,PITTSBURGH ASOS PA US,10/4/11,0,,,
16362,COOP:366993,PITTSBURGH ASOS PA US,10/4/11,0,,,
16363,COOP:366993,PITTSBURGH ASOS PA US,10/4/11,0,,,
16364,COOP:366993,PITTSBURGH ASOS PA US,10/4/11,0,,,
16365,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0,,,
16366,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0,,,
16367,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.01,,,
16368,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.06,,,
16369,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.06,,,
16370,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.03,,,
16371,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.08,,,
16372,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.05,,,
16373,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.04,,,
16374,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.02,,,
16375,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.1,,,
16376,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.05,,,
16377,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.08,,,
16378,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.05,,,
16379,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.01,,,
16380,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.02,,,
16381,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.03,,,
16382,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.01,,,
16383,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.02,,,
16384,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.02,,,
16385,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0.01,,,
16386,COOP:366993,PITTSBURGH ASOS PA US,10/12/11,0,,,
16387,COOP:366993,PITTSBURGH ASOS PA US,10/13/11,0,,,
16388,COOP:366993,PITTSBURGH ASOS PA US,10/13/11,0.01,,,
16389,COOP:366993,PITTSBURGH ASOS PA US,10/13/11,0.16,,,
16390,COOP:366993,PITTSBURGH ASOS PA US,10/13/11,0.48,,,
16391,COOP:366993,PITTSBURGH ASOS PA US,10/13/11,0.16,,,
16392,COOP:366993,PITTSBURGH ASOS PA US,10/13/11,0.05,,,
16393,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.03,,,
16394,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.03,,,
16395,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0,,,
16396,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.01,,,
16397,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.03,,,
16398,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.03,,,
16399,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.04,,,
16400,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.01,,,
16401,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0,,,
16402,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0,,,
16403,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0,,,
16404,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0.06,,,
16405,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0,,,
16406,COOP:366993,PITTSBURGH ASOS PA US,10/14/11,0,,,
16407,COOP:366993,PITTSBURGH ASOS PA US,10/16/11,0,,,
16408,COOP:366993,PITTSBURGH ASOS PA US,10/16/11,0,,,
16409,COOP:366993,PITTSBURGH ASOS PA US,10/16/11,0.02,,,
16410,COOP:366993,PITTSBURGH ASOS PA US,10/16/11,0.04,,,
16411,COOP:366993,PITTSBURGH ASOS PA US,10/16/11,0.06,,,
16412,COOP:366993,PITTSBURGH ASOS PA US,10/16/11,0.02,,,
16413,COOP:366993,PITTSBURGH ASOS PA US,10/17/11,0,,,
16414,COOP:366993,PITTSBURGH ASOS PA US,10/19/11,0,,,
16415,COOP:366993,PITTSBURGH ASOS PA US,10/19/11,0.02,,,
16416,COOP:366993,PITTSBURGH ASOS PA US,10/19/11,0.01,,,
16417,COOP:366993,PITTSBURGH ASOS PA US,10/19/11,0.02,,,
16418,COOP:366993,PITTSBURGH ASOS PA US,10/19/11,0.01,,,
16419,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0.01,,,
16420,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16421,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16422,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16423,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16424,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16425,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16426,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16427,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16428,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16429,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16430,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16431,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16432,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16433,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16434,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16435,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16436,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16437,COOP:366993,PITTSBURGH ASOS PA US,10/20/11,0,,,
16438,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16439,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16440,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16441,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16442,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16443,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16444,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16445,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0.01,,,
16446,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16447,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16448,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0.02,,,
16449,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0.02,,,
16450,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0.01,,,
16451,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
16452,COOP:366993,PITTSBURGH ASOS PA US,10/21/11,0,,,
