INDEX,STATION,STATION_NAME,DATE,HPCP,,DATE_2,HPCP_2
311,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0,,2013-11-08,0
312,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0.01,,2013-11-09,0
313,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0.02,,2013-11-10,0
314,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0.02,,2013-11-11,0
315,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0.03,,2013-11-12,0.08
316,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0.01,,2013-11-13,0.01
317,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0.01,,2013-11-14,0
318,COOP:366993,PITTSBURGH ASOS PA US,2/4/13,0,,2013-11-15,0
319,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-16,0
320,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-17,0.67
321,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-18,0
322,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-19,0
323,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-20,0
324,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-21,0
325,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-22,0.16
326,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-23,0.02
327,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-24,0
328,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-25,0
329,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-26,0.85
330,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-27,0.02
331,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-28,0
332,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-29,0
333,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-11-30,0
334,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-12-01,0
335,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-12-02,0
336,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-12-03,0.01
337,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0,,2013-12-04,0
338,COOP:366993,PITTSBURGH ASOS PA US,2/5/13,0.01,,2013-12-05,0.41
339,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0.01,,2013-12-06,0.57
340,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-07,0.02
341,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-08,0.06
342,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-09,0.04
343,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-10,0.06
344,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-11,0.01
345,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-12,0
346,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-13,0
347,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-14,0.46
348,COOP:366993,PITTSBURGH ASOS PA US,2/6/13,0,,2013-12-15,0.02
349,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-16,0
350,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0.04,,2013-12-17,0.07
351,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0.07,,2013-12-18,0
352,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-19,0
353,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-20,0.05
354,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-21,0.51
355,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-22,0.22
356,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-23,0.06
357,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-24,0.04
358,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-25,0.02
359,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-26,0.06
360,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-27,0
361,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-28,0
362,COOP:366993,PITTSBURGH ASOS PA US,2/8/13,0,,2013-12-29,0.48
363,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,2013-12-30,0
364,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,2013-12-31,0
365,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,2014-01-01,0
366,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
367,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
368,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
369,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
370,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
371,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
372,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
373,COOP:366993,PITTSBURGH ASOS PA US,2/9/13,0,,,
374,COOP:366993,PITTSBURGH ASOS PA US,2/10/13,0,,,
375,COOP:366993,PITTSBURGH ASOS PA US,2/10/13,0,,,
376,COOP:366993,PITTSBURGH ASOS PA US,2/11/13,0,,,
377,COOP:366993,PITTSBURGH ASOS PA US,2/11/13,0.02,,,
378,COOP:366993,PITTSBURGH ASOS PA US,2/11/13,0.01,,,
379,COOP:366993,PITTSBURGH ASOS PA US,2/11/13,0.01,,,
380,COOP:366993,PITTSBURGH ASOS PA US,2/11/13,0,,,
381,COOP:366993,PITTSBURGH ASOS PA US,2/11/13,0,,,
382,COOP:366993,PITTSBURGH ASOS PA US,2/12/13,0,,,
383,COOP:366993,PITTSBURGH ASOS PA US,2/12/13,0,,,
384,COOP:366993,PITTSBURGH ASOS PA US,2/12/13,0,,,
385,COOP:366993,PITTSBURGH ASOS PA US,2/12/13,0,,,
386,COOP:366993,PITTSBURGH ASOS PA US,2/12/13,0,,,
387,COOP:366993,PITTSBURGH ASOS PA US,2/13/13,0.02,,,
388,COOP:366993,PITTSBURGH ASOS PA US,2/13/13,0.06,,,
389,COOP:366993,PITTSBURGH ASOS PA US,2/13/13,0.05,,,
390,COOP:366993,PITTSBURGH ASOS PA US,2/13/13,0.03,,,
391,COOP:366993,PITTSBURGH ASOS PA US,2/13/13,0,,,
392,COOP:366993,PITTSBURGH ASOS PA US,2/14/13,0,,,
393,COOP:366993,PITTSBURGH ASOS PA US,2/14/13,0,,,
394,COOP:366993,PITTSBURGH ASOS PA US,2/14/13,0,,,
395,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0,,,
396,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0,,,
397,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0,,,
398,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0,,,
399,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0.02,,,
400,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0.01,,,
401,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0,,,
402,COOP:366993,PITTSBURGH ASOS PA US,2/15/13,0,,,
403,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
404,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
405,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
406,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
407,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
408,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
409,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
410,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
411,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
412,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
413,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0,,,
414,COOP:366993,PITTSBURGH ASOS PA US,2/16/13,0.02,,,
415,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
416,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
417,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
418,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0.01,,,
419,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
420,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
421,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
422,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
423,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
424,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
425,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
426,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
427,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
428,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
429,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
430,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
431,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
432,COOP:366993,PITTSBURGH ASOS PA US,2/17/13,0,,,
433,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
434,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0.04,,,
435,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0.02,,,
436,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0.03,,,
437,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0.02,,,
438,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
439,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0.02,,,
440,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
441,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
442,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
443,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
444,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
445,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
446,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
447,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
448,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
449,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
450,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
451,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
452,COOP:366993,PITTSBURGH ASOS PA US,2/19/13,0,,,
453,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
454,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
455,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
456,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
457,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
458,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
459,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
460,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
461,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
462,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
463,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
464,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
465,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
466,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
467,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
468,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
469,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
470,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
471,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
472,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
473,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
474,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
475,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
476,COOP:366993,PITTSBURGH ASOS PA US,2/20/13,0,,,
477,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
478,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
479,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
480,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
481,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
482,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
483,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
484,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
485,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
486,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
487,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
488,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
489,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
490,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
491,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
492,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
493,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
494,COOP:366993,PITTSBURGH ASOS PA US,2/21/13,0,,,
495,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0,,,
496,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0,,,
497,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0,,,
498,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0.01,,,
499,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0,,,
500,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0,,,
501,COOP:366993,PITTSBURGH ASOS PA US,2/22/13,0,,,
502,COOP:366993,PITTSBURGH ASOS PA US,2/23/13,0,,,
503,COOP:366993,PITTSBURGH ASOS PA US,2/23/13,0,,,
504,COOP:366993,PITTSBURGH ASOS PA US,2/23/13,0,,,
505,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
506,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
507,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
508,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
509,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
510,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
511,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
512,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
513,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
514,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
515,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
516,COOP:366993,PITTSBURGH ASOS PA US,2/24/13,0,,,
517,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0,,,
518,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0,,,
519,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.04,,,
520,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.06,,,
521,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.11,,,
522,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.21,,,
523,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.01,,,
524,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.07,,,
525,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.18,,,
526,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.03,,,
527,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.01,,,
528,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.01,,,
529,COOP:366993,PITTSBURGH ASOS PA US,2/26/13,0.02,,,
530,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.01,,,
531,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
532,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
533,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.03,,,
534,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.07,,,
535,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.05,,,
536,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.02,,,
537,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.01,,,
538,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
539,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
540,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
541,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.01,,,
542,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.01,,,
543,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.02,,,
544,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0.02,,,
545,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
546,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
547,COOP:366993,PITTSBURGH ASOS PA US,2/27/13,0,,,
548,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
549,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
550,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0.01,,,
551,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
552,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
553,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
554,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
555,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
556,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
557,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
558,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
559,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
560,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0.01,,,
561,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
562,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0.01,,,
563,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0.01,,,
564,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0.01,,,
565,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
566,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
567,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
568,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
569,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0,,,
570,COOP:366993,PITTSBURGH ASOS PA US,2/28/13,0.01,,,
571,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
572,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
573,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
574,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
575,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0.01,,,
576,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
577,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
578,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0.01,,,
579,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
580,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0.01,,,
581,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
582,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
583,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
584,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
585,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
586,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0.01,,,
587,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0.01,,,
588,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
589,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
590,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
591,COOP:366993,PITTSBURGH ASOS PA US,3/1/13,0,,,
592,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
593,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
594,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
595,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
596,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
597,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
598,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0.01,,,
599,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
600,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
601,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
602,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
603,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
604,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
605,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
606,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
607,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
608,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
609,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
610,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
611,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
612,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
613,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
614,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
615,COOP:366993,PITTSBURGH ASOS PA US,3/2/13,0,,,
616,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
617,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
618,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
619,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0.01,,,
620,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
621,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
622,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
623,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0.01,,,
624,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
625,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
626,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
627,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
628,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
629,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
630,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
631,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
632,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
633,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
634,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0.01,,,
635,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
636,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
637,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
638,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
639,COOP:366993,PITTSBURGH ASOS PA US,3/3/13,0,,,
640,COOP:366993,PITTSBURGH ASOS PA US,3/4/13,0,,,
641,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
642,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
643,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0.04,,,
644,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0.05,,,
645,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0.01,,,
646,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
647,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0.01,,,
648,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
649,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0.01,,,
650,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
651,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0.01,,,
652,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
653,COOP:366993,PITTSBURGH ASOS PA US,3/6/13,0,,,
654,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
655,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
656,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
657,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0.01,,,
658,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
659,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
660,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
661,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
662,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
663,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
664,COOP:366993,PITTSBURGH ASOS PA US,3/7/13,0,,,
665,COOP:366993,PITTSBURGH ASOS PA US,3/8/13,0,,,
666,COOP:366993,PITTSBURGH ASOS PA US,3/8/13,0,,,
667,COOP:366993,PITTSBURGH ASOS PA US,3/8/13,0,,,
668,COOP:366993,PITTSBURGH ASOS PA US,3/10/13,0,,,
669,COOP:366993,PITTSBURGH ASOS PA US,3/11/13,0,,,
670,COOP:366993,PITTSBURGH ASOS PA US,3/11/13,0,,,
671,COOP:366993,PITTSBURGH ASOS PA US,3/11/13,0,,,
672,COOP:366993,PITTSBURGH ASOS PA US,3/11/13,0.04,,,
673,COOP:366993,PITTSBURGH ASOS PA US,3/11/13,0.08,,,
674,COOP:366993,PITTSBURGH ASOS PA US,3/11/13,0.11,,,
675,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0.01,,,
676,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0,,,
677,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0,,,
678,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0,,,
679,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0,,,
680,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0.01,,,
681,COOP:366993,PITTSBURGH ASOS PA US,3/12/13,0,,,
